fight_id;fight_alternate_id;fighter_alternate_id_red;fighter_alternate_id_blue;RedFighter;BlueFighter;RedOdds;BlueOdds;RedExpectedValue;BlueExpectedValue;Date;Location;Country;Winner;TitleBout;WeightClass;Gender;NumberOfRounds;BlueCurrentLoseStreak;BlueCurrentWinStreak;BlueDraws;BlueAvgSigStrLanded;BlueAvgSigStrPct;BlueAvgSubAtt;BlueAvgTDLanded;BlueAvgTDPct;BlueLongestWinStreak;BlueLosses;BlueTotalRoundsFought;BlueTotalTitleBouts;BlueWinsByDecisionMajority;BlueWinsByDecisionSplit;BlueWinsByDecisionUnanimous;BlueWinsByKO;BlueWinsBySubmission;BlueWinsByTKODoctorStoppage;BlueWins;BlueStance;BlueHeightCms;BlueReachCms;BlueWeightLbs;RedCurrentLoseStreak;RedCurrentWinStreak;RedDraws;RedAvgSigStrLanded;RedAvgSigStrPct;RedAvgSubAtt;RedAvgTDLanded;RedAvgTDPct;RedLongestWinStreak;RedLosses;RedTotalRoundsFought;RedTotalTitleBouts;RedWinsByDecisionMajority;RedWinsByDecisionSplit;RedWinsByDecisionUnanimous;RedWinsByKO;RedWinsBySubmission;RedWinsByTKODoctorStoppage;RedWins;RedStance;RedHeightCms;RedReachCms;RedWeightLbs;RedAge;BlueAge;LoseStreakDif;WinStreakDif;LongestWinStreakDif;WinDif;LossDif;TotalRoundDif;TotalTitleBoutDif;KODif;SubDif;HeightDif;ReachDif;AgeDif;SigStrDif;AvgSubAttDif;AvgTDDif;EmptyArena;BMatchWCRank;RMatchWCRank;RWFlyweightRank;RWFeatherweightRank;RWStrawweightRank;RWBantamweightRank;RHeavyweightRank;RLightHeavyweightRank;RMiddleweightRank;RWelterweightRank;RLightweightRank;RFeatherweightRank;RBantamweightRank;RFlyweightRank;RPFPRank;BWFlyweightRank;BWFeatherweightRank;BWStrawweightRank;BWBantamweightRank;BHeavyweightRank;BLightHeavyweightRank;BMiddleweightRank;BWelterweightRank;BLightweightRank;BFeatherweightRank;BBantamweightRank;BFlyweightRank;BPFPRank;BetterRank;Finish;FinishDetails;FinishRound;FinishRoundTime;TotalFightTimeSecs;RedDecOdds;BlueDecOdds;RSubOdds;BSubOdds;RKOOdds;BKOOdds
5693;20130119-vitor_belfort-michael_bisping;vitor-belfort;michael-bisping;Vitor Belfort;Michael Bisping;-121.0;111.0;82.6446;111.0;2013-01-19;Sao Paulo, Brazil;Brazil;Red;False;Middleweight;MALE;5;0;1;0;49.4118;0.418;0.2941;1.5294;0.393;4;4;40;1;0;1;4;8;0;0;13;Orthodox;185.42;190.5;185;1;0;0;10.1875;0.511;0.5;0.375;0.172;3;6;25;5;0;0;0;7;2;1;10;Southpaw;182.88;187.96;185;35;33;1;1;1;3;2;15;-4;0;-2;2.54;2.54;2;39.2243;-0.2059;1.1544;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Kick;2.0;1:27;387.0;600.0;180.0;1200.0;1950.0;170.0;453.0
5694;20130119-daniel_sarafian-cb_dollaway;daniel-sarafian;cb-dollaway;Daniel Sarafian;CB Dollaway;-140.0;130.0;71.4286;130.0;2013-01-19;Sao Paulo, Brazil;Brazil;Blue;False;Middleweight;MALE;3;0;1;0;12.8;0.444;0.9;2.1;0.53;3;4;17;1;0;0;3;1;2;0;6;Orthodox;187.96;193.04;185;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;175.26;185.42;185;30;29;0;1;3;6;-4;17;1;1;2;12.7;7.62;1;12.8;0.9;2.1;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;S-DEC;;3.0;5:00;900.0;695.0;210.0;290.0;900.0;260.0;1167.0
5695;20130119-gabriel_gonzaga-ben_rothwell;gabriel-gonzaga;ben-rothwell;Gabriel Gonzaga;Ben Rothwell;-115.0;105.0;86.9565;105.0;2013-01-19;Sao Paulo, Brazil;Brazil;Red;False;Heavyweight;MALE;3;0;1;0;18.5;0.4;0.5;1.75;0.213;1;2;9;0;0;0;1;1;0;0;2;Orthodox;193.04;198.12;265;0;1;0;14.2308;0.505;0.6923;1.1538;0.594;4;5;21;1;0;0;0;5;3;0;8;Orthodox;187.96;193.04;242;33;31;0;0;-3;-6;3;-12;-1;-4;-3;5.08;5.08;2;4.2692;-0.1923;0.5962;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Guillotine Choke;2.0;1:01;361.0;497.0;380.0;255.0;1790.0;427.0;220.0
5696;20130119-thiago_tavares-khabib_nurmagomedov;thiago-tavares;khabib-nurmagomedov;Thiago Tavares;Khabib Nurmagomedov;175.0;-190.0;175.0;52.6316;2013-01-19;Sao Paulo, Brazil;Brazil;Blue;False;Lightweight;MALE;3;0;2;0;30.0;0.345;0.5;1.5;0.165;2;0;6;0;0;0;1;0;1;0;2;Orthodox;177.8;177.8;155;0;2;0;21.5833;0.433;1.0833;2.5833;0.475;2;5;30;0;0;0;4;1;2;0;7;Orthodox;170.18;172.72;145;28;24;0;0;0;-5;5;-24;0;-1;-1;7.62;5.08;4;8.4167;-0.5833;-1.0833;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Elbows;1.0;1:55;115.0;233.0;179.0;1150.0;855.0;1270.0;290.0
5697;20130119-godofredo_pepey-milton_vieira;godofredo-pepey;milton-vieira;Godofredo Pepey;Milton Vieira;155.0;-165.0;155.0;60.6061;2013-01-19;Sao Paulo, Brazil;Brazil;Red;False;Featherweight;MALE;3;1;0;0;30.0;0.38;0.0;1.0;0.33;0;1;3;0;0;0;0;0;0;0;0;Orthodox;182.88;182.88;145;1;0;0;32.0;0.38;1.0;0.0;0.0;0;1;3;1;0;0;0;0;0;0;0;Orthodox;170.18;185.42;145;25;34;0;0;0;0;0;0;-1;0;0;12.7;-2.54;-9;-2.0;-1.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;S-DEC;;3.0;5:00;900.0;;163.0;;;;
5698;20130119-ronny_markes-andrew_craig;ronny-markes;andrew-craig;Ronny Markes;Andrew Craig;-315.0;285.0;31.746;285.0;2013-01-19;Sao Paulo, Brazil;Brazil;Red;False;Middleweight;MALE;3;0;2;0;29.5;0.38;0.0;0.5;0.25;2;0;5;0;0;0;1;1;0;0;2;Orthodox;185.42;193.04;170;0;2;0;51.0;0.695;0.0;4.0;0.665;2;0;6;0;0;1;1;0;0;0;2;Orthodox;185.42;190.5;185;24;27;0;0;0;0;0;-1;0;1;0;0.0;2.54;-3;-21.5;0.0;-3.5;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3.0;5:00;900.0;-130.0;371.0;;;;
5699;20130119-diego_nunes-nik_lentz;diego-nunes;nik-lentz;Diego Nunes;Nik Lentz;-135.0;125.0;74.0741;125.0;2013-01-19;Sao Paulo, Brazil;Brazil;Blue;False;Featherweight;MALE;3;0;1;0;38.8;0.528;1.6;3.1;0.379;4;4;26;0;0;1;3;1;1;0;6;Orthodox;172.72;172.72;155;0;1;0;49.6;0.432;0.0;1.0;0.3;1;2;15;0;0;1;2;0;0;0;3;Orthodox;167.64;170.18;145;30;28;0;0;3;3;-2;11;0;1;1;5.08;2.54;2;-10.8;1.6;2.1;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3.0;5:00;900.0;146.0;203.0;;;;
5700;20130119-edson_barboza-lucas_martins;edson-barboza;lucas-martins;Edson Barboza;Lucas Martins;-320.0;290.0;31.25;290.0;2013-01-19;Sao Paulo, Brazil;Brazil;Red;False;Lightweight;MALE;3;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Southpaw;182.88;182.88;145;1;0;0;40.4;0.44;0.0;0.8;0.4;4;1;13;0;0;1;1;2;0;0;4;Orthodox;180.34;190.5;155;26;24;1;0;-4;-4;1;-13;0;-2;0;2.54;-7.62;2;-40.4;0.0;-0.8;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punches;1.0;2:38;158.0;175.0;650.0;;;;
5701;20130119-wagner_prado-ildemar_alcantara;wagner-prado;ildemar-alcantara;Wagner Prado;Ildemar Alcantara;-215.0;195.0;46.5116;195.0;2013-01-19;Sao Paulo, Brazil;Brazil;Blue;False;Light Heavyweight;MALE;3;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;187.96;198.12;185;2;0;0;2.0;0.15;0.0;0.0;0.0;0;2;3;0;0;0;0;0;0;0;0;Southpaw;182.88;187.96;205;26;30;2;0;0;0;2;-3;0;0;0;5.08;10.16;-4;-2.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Kneebar;2.0;2:39;459.0;500.0;352.0;;;;
5702;20130119-francisco_trinaldo-cj_keith;francisco-trinaldo;cj-keith;Francisco Trinaldo;CJ Keith;-440.0;390.0;22.7273;390.0;2013-01-19;Sao Paulo, Brazil;Brazil;Red;False;Lightweight;MALE;3;1;0;0;5.0;0.71;0.0;0.0;0.0;0;1;1;0;0;0;0;0;0;0;0;Orthodox;182.88;185.0;155;1;0;0;33.0;0.63;1.0;0.0;0.0;1;1;4;0;0;0;0;1;0;0;1;Southpaw;175.26;177.8;155;34;26;0;0;-1;-1;0;-3;0;-1;0;7.62;7.2;8;-28.0;-1.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Arm Triangle;2.0;1:50;410.0;;550.0;;;;
5703;20121229-junior_dos_santos-cain_velasquez;junior-dos-santos;cain-velasquez;Junior Dos Santos;Cain Velasquez;-190.0;175.0;52.6316;175.0;2012-12-29;Las Vegas, Nevada, USA;USA;Blue;True;Heavyweight;MALE;5;0;1;0;36.4444;0.601;0.2222;1.7778;0.494;7;1;13;2;0;0;1;7;0;0;8;Orthodox;185.42;195.58;240;0;9;0;45.3333;0.546;0.0;0.3333;0.167;9;0;16;2;0;0;2;7;0;0;9;Orthodox;193.04;195.58;238;28;30;0;-8;-2;-1;-1;-3;0;0;0;-7.62;0.0;-2;-8.8889;0.2222;1.4444;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;5.0;5:00;1500.0;638.0;865.0;1325.0;1750.0;-121.0;254.0
5704;20121229-jim_miller-joe_lauzon;jim-miller;joe-lauzon;Jim Miller;Joe Lauzon;-185.0;170.0;54.0541;170.0;2012-12-29;Las Vegas, Nevada, USA;USA;Red;False;Lightweight;MALE;3;0;1;0;13.5385;0.431;1.6154;1.3846;0.44;3;4;22;0;0;0;0;2;7;0;9;Orthodox;177.8;180.34;155;1;0;0;24.0769;0.329;2.0769;1.5385;0.413;7;3;31;0;0;0;4;2;4;0;10;Southpaw;172.72;180.34;155;29;28;1;1;-4;-1;-1;-9;0;0;3;5.08;0.0;1;-10.5385;-0.4615;-0.1538;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3.0;5:00;900.0;200.0;439.0;225.0;400.0;843.0;1320.0
5705;20121229-tim_boetsch-costas_philippou;tim-boetsch;costas-philippou;Tim Boetsch;Costas Philippou;-145.0;135.0;68.9655;135.0;2012-12-29;Las Vegas, Nevada, USA;USA;Blue;False;Middleweight;MALE;3;0;4;0;36.2;0.426;0.4;0.6;0.332;4;1;13;0;0;1;2;1;0;0;4;Orthodox;180.34;185.42;185;0;4;0;32.8;0.51;0.5;1.5;0.216;4;3;24;0;0;1;3;3;0;0;7;Orthodox;182.88;187.96;185;31;33;0;0;0;-3;2;-11;0;-2;0;-2.54;-2.54;-2;3.4;-0.1;-0.9;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;;;;;;181.0;213.0;625.0;2125.0;750.0;530.0
5706;20121229-yushin_okami-alan_belcher;yushin-okami;alan-belcher;Yushin Okami;Alan Belcher;105.0;-115.0;105.0;86.9565;2012-12-29;Las Vegas, Nevada, USA;USA;Red;False;Middleweight;MALE;3;0;4;0;25.9231;0.426;0.4615;0.3077;0.203;4;4;25;0;0;1;0;4;3;1;9;Orthodox;187.96;185.42;185;0;1;0;28.6667;0.396;0.5333;1.5333;0.407;4;4;41;1;0;1;5;4;0;1;11;Southpaw;187.96;190.5;170;31;28;0;3;0;-2;0;-16;-1;0;3;0.0;-5.08;3;-2.7436;-0.0718;-1.2256;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3.0;5:00;900.0;125.0;400.0;2470.0;1060.0;1050.0;240.0
5707;20121229-chris_leben-derek_brunson;chris-leben;derek-brunson;Chris Leben;Derek Brunson;-144.0;134.0;69.4444;134.0;2012-12-29;Las Vegas, Nevada, USA;USA;Blue;False;Middleweight;MALE;3;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Southpaw;185.42;195.58;185;1;0;0;25.8421;0.457;0.5263;0.8947;0.398;5;7;39;0;0;1;2;7;2;0;12;Southpaw;180.34;187.96;185;32;28;1;0;-5;-12;7;-39;0;-7;-2;5.08;7.62;4;-25.8421;-0.5263;-0.8947;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3.0;5:00;900.0;425.0;252.0;629.0;795.0;175.0;800.0
5708;20121229-brad_pickett-eddie_wineland;brad-pickett;eddie-wineland;Brad Pickett;Eddie Wineland;145.0;-155.0;145.0;64.5161;2012-12-29;Las Vegas, Nevada, USA;USA;Blue;False;Bantamweight;MALE;3;0;1;0;32.0;0.267;0.0;0.6667;0.443;1;2;8;0;0;0;0;1;0;0;1;Orthodox;170.18;175.26;135;0;2;0;20.0;0.33;0.3333;1.3333;0.267;2;1;4;0;0;0;0;1;1;0;2;Orthodox;167.64;172.72;135;34;28;0;-1;-1;-1;-1;4;0;0;-1;2.54;2.54;6;12.0;-0.3333;-0.6667;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;S-DEC;;3.0;5:00;900.0;372.0;210.0;;;;
5709;20121229-erik_perez-byron_bloodworth;erik-perez;byron-bloodworth;Erik Perez;Byron Bloodworth;-475.0;420.0;21.0526;420.0;2012-12-29;Las Vegas, Nevada, USA;USA;Red;False;Bantamweight;MALE;3;1;0;0;17.0;0.22;0.0;0.0;0.0;0;1;2;0;0;0;0;0;0;0;0;Orthodox;172.72;175.26;135;0;2;0;13.5;0.75;0.5;0.0;0.0;2;0;2;0;0;0;0;1;1;0;2;Orthodox;172.72;172.72;135;23;29;-1;-2;-2;-2;-1;0;0;-1;-1;0.0;2.54;-6;3.5;-0.5;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punches;1.0;3:50;230.0;237.0;500.0;;;;
5710;20121229-melvin_guillard-jamie_varner;melvin-guillard;jamie-varner;Melvin Guillard;Jamie Varner;-140.0;130.0;71.4286;130.0;2012-12-29;Las Vegas, Nevada, USA;USA;Blue;False;Lightweight;MALE;3;1;0;0;31.75;0.43;0.75;3.5;0.775;2;2;8;0;0;0;0;1;1;0;2;Orthodox;172.72;182.88;155;1;0;0;17.8333;0.409;0.0556;0.7778;0.347;5;7;29;0;0;2;2;6;0;1;11;Orthodox;175.26;172.72;155;29;28;0;0;-3;-9;5;-21;0;-6;1;-2.54;10.16;1;13.9167;0.6944;2.7222;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;S-DEC;;3.0;5:00;900.0;412.0;575.0;;;;
5711;20121229-michael_johnson-myles_jury;michael-johnson;myles-jury;Michael Johnson;Myles Jury;-255.0;235.0;39.2157;235.0;2012-12-29;Las Vegas, Nevada, USA;USA;Blue;False;Lightweight;MALE;3;0;1;0;12.0;0.24;1.0;0.0;0.0;1;0;1;0;0;0;0;0;1;0;1;Orthodox;177.8;185.42;145;0;3;0;35.5;0.407;0.0;0.3333;0.333;3;2;13;1;0;0;2;2;0;0;4;Southpaw;177.8;185.42;145;26;24;0;-2;-2;-3;2;-12;-1;-2;1;0.0;0.0;2;-23.5;1.0;-0.3333;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3.0;5:00;900.0;140.0;475.0;;;;
5712;20121229-philip_de_fries-todd_duffee;philip-de-fries;todd-duffee;Philip De Fries;Todd Duffee;315.0;-345.0;315.0;28.9855;2012-12-29;Las Vegas, Nevada, USA;USA;Blue;False;Heavyweight;MALE;3;1;0;0;27.5;0.54;0.0;0.0;0.0;1;1;4;0;0;0;0;1;0;0;1;Orthodox;190.5;200.66;260;0;1;0;18.6667;0.477;0.3333;1.6667;0.31;1;1;6;0;0;0;1;0;1;0;2;Orthodox;195.58;208.28;250;26;27;-1;-1;0;-1;0;-2;0;1;-1;-5.08;-7.62;-1;8.8333;-0.3333;-1.6667;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punches;1.0;2:04;124.0;825.0;1200.0;;;;
5713;20121229-leonard_garcia-max_holloway;leonard-garcia;max-holloway;Leonard Garcia;Max Holloway;380.0;-430.0;380.0;23.2558;2012-12-29;Las Vegas, Nevada, USA;USA;Blue;False;Featherweight;MALE;3;0;2;0;52.6667;0.337;0.0;0.0;0.0;2;1;6;0;0;0;1;1;0;0;2;Orthodox;180.34;175.26;155;3;0;0;32.8571;0.307;0.4286;0.2857;0.094;1;5;18;0;0;1;0;0;1;0;2;Orthodox;177.8;175.26;145;33;21;3;2;1;0;4;-12;0;1;-1;2.54;0.0;12;19.8095;-0.4286;-0.2857;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;S-DEC;;3.0;5:00;900.0;606.0;-110.0;;;;
5714;20121229-chris_cariaso-john_moraga;chris-cariaso;john-moraga;Chris Cariaso;John Moraga;130.0;-140.0;130.0;71.4286;2012-12-29;Las Vegas, Nevada, USA;USA;Blue;False;Flyweight;MALE;3;0;1;0;34.0;0.53;0.0;0.0;0.0;1;0;1;0;0;0;0;1;0;0;1;Orthodox;167.64;167.64;125;0;3;0;54.0;0.524;0.2;1.2;0.282;3;1;15;0;0;1;3;0;0;0;4;Southpaw;160.02;160.02;125;31;28;0;-2;-2;-3;1;-14;0;1;0;7.62;7.62;3;-20.0;-0.2;-1.2;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Guillotine Choke;3.0;1:11;671.0;225.0;172.0;;;;
5715;20121215-roy_nelson-matt_mitrione;roy-nelson;matt-mitrione;Roy Nelson;Matt Mitrione;-185.0;170.0;54.0541;170.0;2012-12-15;Las Vegas, Nevada, USA;USA;Red;False;Heavyweight;MALE;5;1;0;0;34.6667;0.52;0.6667;0.0;0.0;5;1;13;0;0;0;1;4;0;0;5;Switch;190.5;200.66;265;0;1;0;19.7143;0.416;0.1429;0.4286;0.214;2;3;15;1;0;0;0;4;0;0;4;Orthodox;182.88;182.88;263;36;34;-1;-1;3;1;2;-2;-1;0;0;7.62;17.78;2;14.9524;0.5238;-0.4286;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punch;1.0;2:58;178.0;310.0;325.0;700.0;2575.0;125.0;450.0
5716;20121215-colton_smith-mike_ricci;colton-smith;mike-ricci;Colton Smith;Mike Ricci;270.0;-300.0;270.0;33.3333;2012-12-15;Las Vegas, Nevada, USA;USA;Red;True;Welterweight;MALE;4;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Southpaw;182.88;195.58;155;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;182.88;180.34;155;25;26;0;0;0;0;0;0;0;0;0;0.0;15.24;-1;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3.0;5:00;900.0;340.0;274.0;1350.0;411.0;1392.0;180.0
5717;20121215-pat_barry-shane_del_rosario;pat-barry;shane-del-rosario;Pat Barry;Shane del Rosario;220.0;-240.0;220.0;41.6667;2012-12-15;Las Vegas, Nevada, USA;USA;Red;False;Heavyweight;MALE;3;1;0;0;32.0;0.65;0.0;0.0;0.0;0;1;2;0;0;0;0;0;0;0;0;Southpaw;193.04;200.66;250;1;0;0;19.3333;0.536;0.1111;0.0;0.0;1;5;15;0;0;0;1;3;0;0;4;Orthodox;180.34;187.96;235;33;29;0;0;-1;-4;4;-13;0;-3;0;12.7;12.7;4;12.6667;-0.1111;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punch;2.0;0:26;326.0;1003.0;1006.0;1490.0;180.0;300.0;171.0
5718;20121215-dustin_poirier-jonathan_brookins;dustin-poirier;jonathan-brookins;Dustin Poirier;Jonathan Brookins;-270.0;248.0;37.037;248.0;2012-12-15;Las Vegas, Nevada, USA;USA;Red;False;Featherweight;MALE;3;1;0;0;25.0;0.463;0.25;1.5;0.445;1;2;9;1;0;0;1;1;0;0;2;Southpaw;182.88;185.42;145;1;0;0;47.6;0.456;0.8;1.4;0.376;4;1;13;0;0;0;2;0;2;0;4;Southpaw;175.26;182.88;155;23;27;0;0;-3;-2;-1;-4;1;1;-2;7.62;2.54;-4;-22.6;-0.55;0.1;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;D'Arce Choke;1.0;4:15;255.0;125.0;350.0;395.0;1340.0;500.0;950.0
5719;20121215-mike_pyle-james_head;mike-pyle;james-head;Mike Pyle;James Head;-130.0;120.0;76.9231;120.0;2012-12-15;Las Vegas, Nevada, USA;USA;Red;False;Welterweight;MALE;3;0;2;0;29.3333;0.483;0.6667;0.3333;0.333;2;1;7;0;0;1;0;0;1;0;2;Orthodox;185.42;185.42;170;0;2;0;20.1111;0.42;0.8889;1.2222;0.282;3;3;18;0;0;0;2;2;2;0;6;Orthodox;182.88;187.96;170;37;28;0;0;-1;-4;2;-11;0;-2;-1;2.54;-2.54;9;9.2222;-0.2222;-0.8889;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Knee;1.0;1:55;115.0;218.0;350.0;;;;
5720;20121215-johnny_bedford-marcos_vinicius;johnny-bedford;marcos-vinicius;Johnny Bedford;Marcos Vinicius;-265.0;245.0;37.7358;245.0;2012-12-15;Las Vegas, Nevada, USA;USA;Red;False;Bantamweight;MALE;3;0;1;0;28.0;0.48;0.0;0.0;0.0;1;0;3;0;0;0;0;1;0;0;1;Orthodox;175.26;177.8;125;0;1;0;82.0;0.58;0.0;4.0;0.66;1;0;3;0;0;0;0;1;0;0;1;Orthodox;177.8;180.34;135;29;33;0;0;0;0;0;0;0;0;0;-2.54;-2.54;-4;-54.0;0.0;-4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punch;2.0;1:00;360.0;220.0;570.0;;;;
5721;20121215-vinc_pichel-rustam_khabilov;vinc-pichel;rustam-khabilov;Vinc Pichel;Rustam Khabilov;260.0;-290.0;260.0;34.4828;2012-12-15;Las Vegas, Nevada, USA;USA;Blue;False;Lightweight;MALE;3;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;172.72;185.42;155;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;177.8;182.88;155;30;26;0;0;0;0;0;0;0;0;0;-5.08;2.54;4;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Slam;1.0;2:15;135.0;550.0;235.0;;;;
5722;20121215-tj_waldburger-nick_catone;tj-waldburger;nick-catone;TJ Waldburger;Nick Catone;-105.0;-105.0;95.2381;95.2381;2012-12-15;Las Vegas, Nevada, USA;USA;Red;False;Welterweight;MALE;3;1;0;0;25.8333;0.498;0.5;2.8333;0.552;2;3;16;0;0;1;1;0;1;0;3;Southpaw;182.88;182.88;185;1;0;0;13.0;0.592;2.8;2.2;0.72;2;2;9;0;0;0;1;0;2;0;3;Orthodox;180.34;190.5;170;24;31;0;0;0;0;-1;7;0;0;-1;2.54;-7.62;-7;12.8333;-2.3;0.6333;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Triangle Choke;2.0;1:04;364.0;550.0;372.0;;;;
5723;20121215-reuben_duran-hugo_viana;reuben-duran;hugo-viana;Reuben Duran;Hugo Viana;-125.0;115.0;80.0;115.0;2012-12-15;Las Vegas, Nevada, USA;USA;Blue;False;Bantamweight;MALE;3;0;1;0;65.0;0.46;0.0;0.0;0.0;1;0;3;0;0;1;0;0;0;0;1;Orthodox;167.64;170.18;135;0;1;0;54.5;0.525;1.0;1.0;0.2;1;1;6;0;0;0;0;0;1;0;1;Orthodox;170.18;175.26;135;29;30;0;0;0;0;1;-3;0;0;-1;-2.54;-5.08;-1;10.5;-1.0;-1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punch;1.0;4:05;245.0;;;;;;
5724;20121215-mike_rio-john_cofer;mike-rio;john-cofer;Mike Rio;John Cofer;100.0;-110.0;100.0;90.9091;2012-12-15;Las Vegas, Nevada, USA;USA;Red;False;Lightweight;MALE;3;1;0;0;36.0;0.35;0.0;2.0;0.5;0;1;3;0;0;0;0;0;0;0;0;Southpaw;175.26;185.42;155;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;177.8;180.34;155;31;28;-1;0;0;0;-1;3;0;0;0;-2.54;5.08;3;36.0;0.0;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Armbar;3.0;4:11;851.0;;;;;;
5725;20121215-jared_papazian-tim_elliott;jared-papazian;tim-elliott;Jared Papazian;Tim Elliott;175.0;-190.0;175.0;52.6316;2012-12-15;Las Vegas, Nevada, USA;USA;Blue;False;Flyweight;MALE;3;1;0;0;79.0;0.35;0.0;0.0;0.0;0;1;3;0;0;0;0;0;0;0;0;Southpaw;170.18;167.64;135;2;0;0;37.5;0.405;0.0;0.0;0.0;0;2;4;0;0;0;0;0;0;0;0;Southpaw;172.72;170.18;135;24;25;1;0;0;0;1;-1;0;0;0;-2.54;-2.54;-1;41.5;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3.0;5:00;900.0;;;;;;
5726;20121214-george_sotiropoulos-ross_pearson;george-sotiropoulos;ross-pearson;George Sotiropoulos;Ross Pearson;190.0;-210.0;190.0;47.619;2012-12-14;Gold Coast, Queensland, Australia;Australia;Blue;False;Lightweight;MALE;5;1;0;0;52.75;0.41;0.0;1.0;0.375;3;3;21;1;0;0;4;0;0;1;5;Orthodox;172.72;175.26;155;2;0;0;21.8889;0.332;1.3333;1.6667;0.42;7;2;19;0;0;0;2;1;4;0;7;Orthodox;177.8;180.34;155;35;28;1;0;-4;-2;-1;2;1;0;-4;-5.08;-5.08;7;30.8611;-1.3333;-0.6667;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punch;3.0;0:41;641.0;257.0;250.0;440.0;573.0;2300.0;240.0
5727;20121214-robert_whittaker-bradley_scott;robert-whittaker;bradley-scott;Robert Whittaker;Bradley Scott;-235.0;215.0;42.5532;215.0;2012-12-14;Gold Coast, Queensland, Australia;Australia;Red;True;Welterweight;MALE;3;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;185.42;193.04;170;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;182.88;185.42;185;21;23;0;0;0;0;0;0;0;0;0;2.54;7.62;-2;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;;;;;;333.0;240.0;;;;
