fight_id;fight_alternate_id;fighter_alternate_id_red;fighter_alternate_id_blue;RedFighter;BlueFighter;RedOdds;BlueOdds;RedExpectedValue;BlueExpectedValue;Date;Location;Country;Winner;TitleBout;WeightClass;Gender;NumberOfRounds;BlueCurrentLoseStreak;BlueCurrentWinStreak;BlueDraws;BlueAvgSigStrLanded;BlueAvgSigStrPct;BlueAvgSubAtt;BlueAvgTDLanded;BlueAvgTDPct;BlueLongestWinStreak;BlueLosses;BlueTotalRoundsFought;BlueTotalTitleBouts;BlueWinsByDecisionMajority;BlueWinsByDecisionSplit;BlueWinsByDecisionUnanimous;BlueWinsByKO;BlueWinsBySubmission;BlueWinsByTKODoctorStoppage;BlueWins;BlueStance;BlueHeightCms;BlueReachCms;BlueWeightLbs;RedCurrentLoseStreak;RedCurrentWinStreak;RedDraws;RedAvgSigStrLanded;RedAvgSigStrPct;RedAvgSubAtt;RedAvgTDLanded;RedAvgTDPct;RedLongestWinStreak;RedLosses;RedTotalRoundsFought;RedTotalTitleBouts;RedWinsByDecisionMajority;RedWinsByDecisionSplit;RedWinsByDecisionUnanimous;RedWinsByKO;RedWinsBySubmission;RedWinsByTKODoctorStoppage;RedWins;RedStance;RedHeightCms;RedReachCms;RedWeightLbs;RedAge;BlueAge;LoseStreakDif;WinStreakDif;LongestWinStreakDif;WinDif;LossDif;TotalRoundDif;TotalTitleBoutDif;KODif;SubDif;HeightDif;ReachDif;AgeDif;SigStrDif;AvgSubAttDif;AvgTDDif;EmptyArena;BMatchWCRank;RMatchWCRank;RWFlyweightRank;RWFeatherweightRank;RWStrawweightRank;RWBantamweightRank;RHeavyweightRank;RLightHeavyweightRank;RMiddleweightRank;RWelterweightRank;RLightweightRank;RFeatherweightRank;RBantamweightRank;RFlyweightRank;RPFPRank;BWFlyweightRank;BWFeatherweightRank;BWStrawweightRank;BWBantamweightRank;BHeavyweightRank;BLightHeavyweightRank;BMiddleweightRank;BWelterweightRank;BLightweightRank;BFeatherweightRank;BBantamweightRank;BFlyweightRank;BPFPRank;BetterRank;Finish;FinishDetails;FinishRound;FinishRoundTime;TotalFightTimeSecs;RedDecOdds;BlueDecOdds;RSubOdds;BSubOdds;RKOOdds;BKOOdds
3255;20180609-rashad_coulter-chris_de_la_rocha;rashad-coulter;chris-de-la-rocha;Rashad Coulter;Chris de la Rocha;-115.0;-105.0;86.9565;95.2381;2018-06-09;Chicago, Illinois, USA;USA;Blue;False;Heavyweight;MALE;3;2;0;0;20.0;0.235;0.0;0.0;0.0;0;2;3;0;0;0;0;0;0;0;0;Orthodox;190.5;203.2;250;2;0;0;23.0;0.475;0.0;0.0;0.0;0;2;3;0;0;0;0;0;0;0;0;Orthodox;180.34;193.04;205;36;39;0;0;0;0;0;0;0;0;0;10.16;10.16;-3;-3.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punches;2.0;3:53;533.0;1000.0;575.0;2150.0;416.0;125.0;325.0
3256;20180609-rashad_evans-anthony_smith;rashad-evans;anthony-smith;Rashad Evans;Anthony Smith;188.0;-205.0;188.0;48.7805;2018-06-09;Chicago, Illinois, USA;USA;Blue;False;Light Heavyweight;MALE;3;1;0;0;33.8571;0.444;0.2857;0.4286;0.104;3;3;17;0;0;0;1;3;0;0;4;Orthodox;193.04;193.04;205;4;0;0;27.8636;0.387;0.0;2.4091;0.349;5;8;61;4;1;4;3;6;0;0;14;Orthodox;182.88;190.5;205;38;29;3;0;-2;-10;5;-44;-4;-3;0;10.16;2.54;9;5.9935;0.2857;-1.9805;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Knee;1.0;0:53;53.0;330.0;275.0;1865.0;787.0;870.0;132.0
3257;20180609-joseph_benavidez-sergio_pettis;joseph-benavidez;sergio-pettis;Joseph Benavidez;Sergio Pettis;-200.0;170.0;50.0;170.0;2018-06-09;Chicago, Illinois, USA;USA;Blue;False;Flyweight;MALE;3;1;0;0;54.8;0.375;0.5;1.1;0.328;4;3;31;0;0;0;7;0;0;0;7;Orthodox;167.64;175.26;135;0;6;0;47.3571;0.353;0.2857;1.0;0.201;6;2;36;2;0;1;7;3;1;0;12;Southpaw;162.56;165.1;125;33;24;-1;-6;-2;-5;-1;-5;-2;-3;-1;5.08;10.16;9;7.4429;0.2143;0.1;0.0;5.0;1.0;;;;;;;;;;;;1.0;;;;;;;;;;;;;5.0;;Red;S-DEC;;3.0;5:00;900.0;-120.0;320.0;550.0;1500.0;912.0;626.0
3258;20180609-clay_guida-charles_oliveira;clay-guida;charles-oliveira;Clay Guida;Charles Oliveira;120.0;-140.0;120.0;71.4286;2018-06-09;Chicago, Illinois, USA;USA;Blue;False;Lightweight;MALE;3;1;0;0;21.2105;0.511;1.3158;1.3684;0.447;4;9;36;0;0;0;1;0;9;0;10;Orthodox;177.8;187.96;155;0;2;0;28.92;0.358;0.56;2.52;0.356;4;11;66;0;0;3;5;2;4;0;14;Orthodox;170.18;177.8;155;36;28;-1;-2;0;-4;2;-30;0;-2;5;7.62;10.16;8;-7.7095;0.7558;-1.1516;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Guillotine Choke;1.0;2:18;138.0;280.0;724.0;889.0;129.0;464.0;1100.0
3259;20180609-mike_santiago-dan_ige;mike-santiago;dan-ige;Mike Santiago;Dan Ige;-110.0;-110.0;90.9091;90.9091;2018-06-09;Chicago, Illinois, USA;USA;Blue;False;Featherweight;MALE;3;1;0;0;35.0;0.3;0.0;1.0;0.07;0;1;3;0;0;0;0;0;0;0;0;Orthodox;170.18;180.34;145;2;0;0;37.5;0.495;1.0;2.5;0.64;0;2;5;0;0;0;0;0;0;0;0;Orthodox;177.8;175.26;145;28;26;1;0;0;0;1;-2;0;0;0;-7.62;5.08;2;-2.5;-1.0;-1.5;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punches;1.0;0:50;50.0;237.0;159.0;725.0;684.0;434.0;1035.0
3260;20180601-jimmie_rivera-marlon_moraes;jimmie-rivera;marlon-moraes;Jimmie Rivera;Marlon Moraes;-120.0;100.0;83.3333;100.0;2018-06-01;Utica, New York, USA;USA;Blue;False;Bantamweight;MALE;5;0;2;0;32.0;0.377;0.3333;0.3333;0.167;2;1;7;0;0;1;0;1;0;0;2;Orthodox;167.64;170.18;135;0;5;0;56.0;0.432;0.0;1.0;0.166;5;0;13;0;0;1;3;1;0;0;5;Orthodox;162.56;172.72;135;28;30;0;-3;-3;-3;-1;-6;0;0;0;5.08;-2.54;-2;-24.0;0.3333;-0.6667;0.0;5.0;4.0;;;;;;;;;;;4.0;;;;;;;;;;;;;5.0;;;Red;KO/TKO;Kick;1.0;0:33;33.0;150.0;205.0;1245.0;865.0;565.0;460.0
3261;20180601-gregor_gillespie-vinc_pichel;gregor-gillespie;vinc-pichel;Gregor Gillespie;Vinc Pichel;-400.0;325.0;25.0;325.0;2018-06-01;Utica, New York, USA;USA;Red;False;Lightweight;MALE;3;0;4;0;36.0;0.372;0.2;3.4;0.326;4;1;11;0;0;0;3;1;0;0;4;Orthodox;177.8;182.88;155;0;4;0;25.75;0.518;0.25;2.5;0.355;4;0;7;0;0;0;1;2;1;0;4;Orthodox;170.18;180.34;155;31;35;0;0;0;0;-1;4;0;-1;-1;7.62;2.54;-4;10.25;-0.05;0.9;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Arm Triangle;2.0;4:06;546.0;163.0;865.0;275.0;1785.0;250.0;550.0
3262;20180601-walt_harris-daniel_spitz;walt-harris;daniel-spitz;Walt Harris;Daniel Spitz;-220.0;180.0;45.4545;180.0;2018-06-01;Utica, New York, USA;USA;Red;False;Heavyweight;MALE;3;0;1;0;28.0;0.6;0.0;1.0;0.75;1;1;4;0;0;0;0;1;0;0;1;Orthodox;200.66;208.28;245;2;0;0;19.8889;0.344;0.1111;0.1111;0.111;2;6;15;0;0;0;0;3;0;0;3;Southpaw;195.58;195.58;250;34;27;2;1;-1;-2;5;-11;0;-2;0;5.08;12.7;7;8.1111;-0.1111;0.8889;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punches;2.0;4:59;599.0;603.0;610.0;2625.0;615.0;-140.0;565.0
3263;20180601-jake_ellenberger-ben_saunders;jake-ellenberger;ben-saunders;Jake Ellenberger;Ben Saunders;-160.0;140.0;62.5;140.0;2018-06-01;Utica, New York, USA;USA;Blue;False;Welterweight;MALE;3;2;0;0;28.9286;0.55;0.6429;0.1429;0.143;3;6;29;0;0;1;2;2;3;0;8;Orthodox;187.96;195.58;170;2;0;0;21.0526;0.404;0.2105;1.2105;0.371;6;9;39;0;0;1;2;5;1;1;10;Orthodox;175.26;180.34;170;33;35;0;0;-3;-2;3;-10;0;-4;2;12.7;15.24;-2;7.8759;0.4323;-1.0677;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Knee;1.0;1:56;116.0;667.0;700.0;1085.0;441.0;105.0;425.0
3264;20180601-julio_arce-daniel_teymur;julio-arce;daniel-teymur;Julio Arce;Daniel Teymur;-185.0;160.0;54.0541;160.0;2018-06-01;Utica, New York, USA;USA;Red;False;Featherweight;MALE;3;1;0;0;69.0;0.53;0.0;0.0;0.0;0;1;3;0;0;0;0;0;0;0;0;Orthodox;165.1;175.26;145;0;1;0;72.0;0.35;0.0;0.0;0.0;1;0;3;0;0;0;1;0;0;0;1;Southpaw;170.18;177.8;145;28;30;-1;-1;-1;-1;-1;0;0;0;0;-5.08;-2.54;-2;-3.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Rear Naked Choke;3.0;2:55;775.0;228.0;350.0;402.0;860.0;325.0;500.0
3265;20180601-gian_villante-sam_alvey;gian-villante;sam-alvey;Gian Villante;Sam Alvey;135.0;-155.0;135.0;64.5161;2018-06-01;Utica, New York, USA;USA;Blue;False;Light Heavyweight;MALE;3;0;1;0;28.5714;0.496;0.0714;0.0714;0.071;4;5;29;0;0;1;2;5;1;0;9;Southpaw;187.96;190.5;205;0;1;0;50.0833;0.448;0.0;0.4167;0.188;2;6;31;0;0;2;0;4;0;0;6;Orthodox;190.5;193.04;205;32;32;0;0;2;3;1;-2;0;1;1;-2.54;-2.54;0;-21.5119;0.0714;-0.3452;0.0;;15.0;;;;;;15.0;;;;;;;;;;;;;;;;;;;;;Red;S-DEC;;3.0;5:00;900.0;176.0;280.0;2160.0;1435.0;800.0;170.0
3266;20180601-sijara_eubanks-lauren_murphy;sijara-eubanks;lauren-murphy;Sijara Eubanks;Lauren Murphy;-210.0;175.0;47.619;175.0;2018-06-01;Utica, New York, USA;USA;Red;False;Women's Flyweight;FEMALE;3;0;1;0;57.2;0.424;0.0;1.2;0.36;1;3;15;0;0;1;0;1;0;0;2;Orthodox;170.18;170.18;125;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;162.56;170.18;135;33;34;0;1;1;2;-3;15;0;1;0;7.62;0.0;-1;57.2;0.0;1.2;0.0;3.0;2.0;2.0;;;;;;;;;;;;;3.0;;;;;;;;;;;;;Red;U-DEC;;3.0;5:00;900.0;130.0;221.0;734.0;1900.0;454.0;1140.0
3267;20180601-nik_lentz-david_teymur;nik-lentz;david-teymur;Nik Lentz;David Teymur;250.0;-300.0;250.0;33.3333;2018-06-01;Utica, New York, USA;USA;Blue;False;Lightweight;MALE;3;0;4;0;51.5;0.465;0.0;1.0;0.403;4;0;10;0;0;0;2;2;0;0;4;Southpaw;175.26;185.42;155;0;1;0;39.9474;0.517;1.1579;3.1053;0.33;4;7;51;0;0;2;6;2;2;0;12;Orthodox;172.72;172.72;155;33;29;0;3;0;-8;7;-41;0;0;-2;2.54;12.7;4;11.5526;-1.1579;-2.1053;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3.0;5:00;900.0;385.0;350.0;875.0;860.0;2075.0;500.0
3268;20180601-belal_muhammad-chance_rencountre;belal-muhammad;chance-rencountre;Belal Muhammad;Chance Rencountre;-450.0;360.0;22.2222;360.0;2018-06-01;Utica, New York, USA;USA;Red;False;Welterweight;MALE;3;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Southpaw;187.96;190.5;170;0;3;0;58.3333;0.395;0.0;2.0;0.322;3;2;16;0;0;1;2;1;0;0;4;Orthodox;180.34;182.88;170;29;31;0;-3;-3;-4;2;-16;0;-1;0;7.62;7.62;-2;-58.3333;0.0;-2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3.0;5:00;900.0;-153.0;711.0;1450.0;1650.0;275.0;670.0
3269;20180601-desmond_green-gleison_tibau;desmond-green;gleison-tibau;Desmond Green;Gleison Tibau;-1200.0;600.0;8.3333;600.0;2018-06-01;Utica, New York, USA;USA;Red;False;Lightweight;MALE;3;3;0;0;21.2222;0.361;0.6296;3.1111;0.497;3;11;64;0;0;5;6;1;4;0;16;Southpaw;177.8;180.34;155;2;0;0;45.6667;0.47;0.0;1.6667;0.5;1;2;9;0;0;1;0;0;0;0;1;Southpaw;177.8;185.42;155;28;34;-1;0;2;15;-9;55;0;1;4;0.0;-5.08;-6;-24.4444;0.6296;1.4444;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3.0;5:00;900.0;-117.0;380.0;1850.0;1075.0;220.0;1845.0
3270;20180601-johnny_eduardo-nathaniel_wood;johnny-eduardo;nathaniel-wood;Johnny Eduardo;Nathaniel Wood;205.0;-245.0;205.0;40.8163;2018-06-01;Utica, New York, USA;USA;Blue;False;Bantamweight;MALE;3;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;167.64;175.26;135;1;0;0;22.6667;0.395;0.3333;0.0;0.0;2;3;12;0;0;0;1;2;0;0;3;Orthodox;170.18;180.34;135;39;25;1;0;-2;-3;3;-12;0;-2;0;-2.54;-5.08;14;-22.6667;-0.3333;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;D'Arce Choke;2.0;2:18;438.0;738.0;325.0;1175.0;540.0;350.0;140.0
3271;20180601-jarred_brooks-jose_torres;jarred-brooks;jose-torres;Jarred Brooks;Jose Torres;125.0;-145.0;125.0;68.9655;2018-06-01;Utica, New York, USA;USA;Blue;False;Flyweight;MALE;3;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;162.56;165.1;125;1;0;0;28.5;0.45;0.5;6.0;0.625;1;1;6;0;0;1;0;0;0;0;1;Switch;160.02;157.48;125;25;25;1;0;-1;-1;1;-6;0;0;0;2.54;7.62;0;-28.5;-0.5;-6.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punches;2.0;2:55;475.0;178.0;135.0;1083.0;765.0;1158.0;420.0
3272;20180527-stephen_thompson-darren_till;stephen-thompson;darren-till;Stephen Thompson;Darren Till;-150.0;130.0;66.6667;130.0;2018-05-27;Liverpool, England, United Kingdom;United Kingdom;Blue;False;Welterweight;MALE;5;0;3;0;35.6;0.516;0.0;0.6;0.332;3;1;12;0;0;0;2;2;0;0;4;Southpaw;182.88;187.96;170;0;1;0;49.9167;0.47;0.0;0.4167;0.153;7;3;33;2;0;0;4;5;0;0;9;Orthodox;182.88;190.5;170;35;25;0;2;-4;-5;2;-21;-2;-3;0;0.0;-2.54;10;-14.3167;0.0;0.1833;0.0;8.0;1.0;;;;;;;;1.0;;;;;;;;;;;;;8.0;;;;;;Red;U-DEC;;5.0;5:00;1500.0;235.0;360.0;2300.0;2000.0;250.0;210.0
3273;20180527-neil_magny-craig_white;neil-magny;craig-white;Neil Magny;Craig White;-750.0;525.0;13.3333;525.0;2018-05-27;Liverpool, England, United Kingdom;United Kingdom;Red;False;Welterweight;MALE;3;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;187.96;193.04;170;0;1;0;45.3889;0.424;0.2778;2.2778;0.462;7;5;47;0;0;1;7;4;1;0;13;Orthodox;190.5;203.2;170;30;27;0;-1;-7;-13;5;-47;0;-4;-1;-2.54;-10.16;3;-45.3889;-0.2778;-2.2778;0.0;;9.0;;;;;;;;9.0;;;;;;;;;;;;;;;;;;;Red;KO/TKO;Knee;1.0;4:32;272.0;265.0;900.0;325.0;1000.0;115.0;1600.0
3274;20180527-arnold_allen-mads_burnell;arnold-allen;mads-burnell;Arnold Allen;Mads Burnell;-245.0;205.0;40.8163;205.0;2018-05-27;Liverpool, England, United Kingdom;United Kingdom;Red;False;Featherweight;MALE;3;0;1;0;15.0;0.455;0.5;1.5;0.21;1;1;6;0;0;0;1;0;0;0;1;Orthodox;172.72;175.26;145;0;3;0;28.6667;0.343;0.6667;2.6667;0.583;3;0;9;0;0;1;1;0;1;0;3;Southpaw;172.72;177.8;145;24;24;0;-2;-2;-2;-1;-3;0;0;-1;0.0;-2.54;0;-13.6667;-0.1667;-1.1667;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Other - Choke;3.0;2:41;761.0;100.0;350.0;550.0;600.0;500.0;1200.0
3275;20180527-jason_knight-makwan_amirkhani;jason-knight;makwan-amirkhani;Jason Knight;Makwan Amirkhani;-170.0;150.0;58.8235;150.0;2018-05-27;Liverpool, England, United Kingdom;United Kingdom;Blue;False;Featherweight;MALE;3;1;0;0;13.75;0.463;1.25;2.25;0.475;3;1;8;0;0;0;1;1;1;0;3;Southpaw;177.8;182.88;145;2;0;0;42.4286;0.367;1.7143;1.4286;0.344;4;3;18;0;0;1;1;1;1;0;4;Orthodox;177.8;180.34;145;25;29;1;0;-1;-1;2;-10;0;0;0;0.0;2.54;-4;-28.6786;-0.4643;0.8214;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;S-DEC;;3.0;5:00;900.0;180.0;250.0;400.0;700.0;600.0;825.0
3276;20180527-claudio_silva-nordine_taleb;claudio-silva;nordine-taleb;Claudio Silva;Nordine Taleb;325.0;-400.0;325.0;25.0;2018-05-27;Liverpool, England, United Kingdom;United Kingdom;Red;False;Welterweight;MALE;3;0;2;0;37.875;0.603;0.0;1.875;0.563;3;2;20;0;0;1;3;2;0;0;6;Orthodox;185.42;187.96;170;0;2;0;35.0;0.45;0.5;3.0;0.265;2;0;6;0;0;1;1;0;0;0;2;Southpaw;180.34;180.34;170;35;36;0;0;1;4;-2;14;0;2;0;5.08;7.62;-1;2.875;-0.5;-1.125;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Rear Naked Choke;1.0;4:31;271.0;650.0;-120.0;600.0;1600.0;1200.0;250.0
3277;20180527-eric_spicely-darren_stewart;eric-spicely;darren-stewart;Eric Spicely;Darren Stewart;-160.0;140.0;62.5;140.0;2018-05-27;Liverpool, England, United Kingdom;United Kingdom;Blue;False;Middleweight;MALE;3;4;0;0;19.25;0.495;0.0;1.5;0.34;0;4;7;0;0;0;0;0;0;0;0;Orthodox;182.88;187.96;185;1;0;0;7.5;0.565;0.75;0.75;0.258;2;2;5;0;0;0;0;0;2;0;2;Orthodox;185.42;185.42;185;31;27;-3;0;-2;-2;-2;2;0;0;-2;-2.54;2.54;4;11.75;-0.75;0.75;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punch;2.0;1:47;407.0;450.0;550.0;-120.0;1400.0;1400.0;250.0
3278;20180527-daniel_kelly-tom_breese;daniel-kelly;tom-breese;Daniel Kelly;Tom Breese;315.0;-380.0;315.0;26.3158;2018-05-27;Liverpool, England, United Kingdom;United Kingdom;Blue;False;Middleweight;MALE;3;1;0;0;35.75;0.55;0.25;0.0;0.0;3;1;8;0;0;0;1;2;0;0;3;Southpaw;190.5;185.42;185;2;0;0;38.2222;0.377;0.2222;1.3333;0.24;4;3;21;0;0;1;3;1;1;0;6;Southpaw;182.88;177.8;185;40;26;1;0;-1;-3;2;-13;0;1;-1;7.62;7.62;14;-2.4722;0.0278;-1.3333;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punch;1.0;3:33;213.0;385.0;161.0;2600.0;500.0;1965.0;174.0
3279;20180527-lina_lansberg-gina_mazany;lina-lansberg;gina-mazany;Lina Lansberg;Gina Mazany;140.0;-160.0;140.0;62.5;2018-05-27;Liverpool, England, United Kingdom;United Kingdom;Red;False;Women's Bantamweight;FEMALE;3;0;1;0;19.0;0.29;0.0;2.5;0.355;1;1;4;0;0;0;1;0;0;0;1;Southpaw;167.64;172.72;135;1;0;0;45.0;0.597;0.0;0.3333;0.047;1;2;7;0;0;0;1;0;0;0;1;Orthodox;170.18;165.1;135;36;29;1;1;0;0;1;-3;0;0;0;-2.54;7.62;7;-26.0;0.0;2.1667;0.0;15.0;14.0;;;;14.0;;;;;;;;;;;;;15.0;;;;;;;;;;Red;U-DEC;;3.0;5:00;900.0;185.0;148.0;2350.0;1060.0;700.0;480.0
3280;20180527-bradley_scott-carlo_pedersoli;bradley-scott;carlo-pedersoli;Bradley Scott;Carlo Pedersoli;120.0;-140.0;120.0;71.4286;2018-05-27;Liverpool, England, United Kingdom;United Kingdom;Blue;False;Welterweight;MALE;3;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Southpaw;180.34;190.5;170;1;0;0;38.4286;0.406;0.5714;0.2857;0.064;1;4;16;1;0;1;0;0;2;0;3;Orthodox;185.42;193.04;170;28;24;1;0;-1;-3;4;-16;-1;0;-2;-5.08;-2.54;4;-38.4286;-0.5714;-0.2857;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;;;;;;300.0;;755.0;;520.0;
3281;20180527-gillian_robertson-molly_mccann;gillian-robertson;molly-mccann;Gillian Robertson;Molly McCann;135.0;-155.0;135.0;64.5161;2018-05-27;Liverpool, England, United Kingdom;United Kingdom;Red;False;Women's Flyweight;FEMALE;3;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;162.56;157.48;125;0;1;0;2.0;0.33;1.0;1.0;1.0;1;0;1;0;0;0;0;0;1;0;1;Orthodox;165.1;160.02;125;23;28;0;-1;-1;-1;0;-1;0;0;-1;-2.54;-2.54;-5;-2.0;-1.0;-1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Rear Naked Choke;2.0;2:05;425.0;370.0;153.0;390.0;1165.0;1460.0;365.0
3282;20180527-elias_theodorou-trevor_smith;elias-theodorou;trevor-smith;Elias Theodorou;Trevor Smith;-390.0;320.0;25.641;320.0;2018-05-27;Liverpool, England, United Kingdom;United Kingdom;Red;False;Middleweight;MALE;3;0;1;0;42.6667;0.558;0.6667;1.4444;0.253;2;4;23;0;0;1;4;0;0;0;5;Orthodox;190.5;190.5;185;0;1;0;51.25;0.399;0.0;1.625;0.333;3;2;22;1;0;0;4;2;0;0;6;Orthodox;185.42;190.5;185;29;37;0;0;-1;-1;-2;1;-1;-2;0;5.08;0.0;-8;-8.5833;0.6667;-0.1806;0.0;;15.0;;;;;;;15.0;;;;;;;;;;;;;;;;;;;;Red;U-DEC;;3.0;5:00;900.0;-140.0;420.0;1800.0;1550.0;370.0;1385.0
3283;20180519-demian_maia-kamaru_usman;demian-maia;kamaru-usman;Demian Maia;Kamaru Usman;415.0;-525.0;415.0;19.0476;2018-05-19;Santiago, Chile;Chile;Blue;False;Welterweight;MALE;5;0;7;0;47.2857;0.55;0.2857;4.0;0.419;7;0;18;1;0;0;5;1;1;0;7;Switch;182.88;193.04;170;2;0;0;22.7778;0.536;0.8889;2.2222;0.375;7;8;73;2;0;1;8;1;9;0;19;Southpaw;185.42;182.88;170;40;31;2;7;0;-12;8;-55;-1;0;-8;-2.54;10.16;9;24.5079;-0.6032;1.7778;0.0;7.0;5.0;;;;;;;;5.0;;;;;;;;;;;;;7.0;;;;;;Red;U-DEC;;5.0;5:00;1500.0;1200.0;190.0;450.0;2400.0;1600.0;-155.0
3284;20180519-alexa_grasso-tatiana_suarez;alexa-grasso;tatiana-suarez;Alexa Grasso;Tatiana Suarez;425.0;-550.0;425.0;18.1818;2018-05-19;Santiago, Chile;Chile;Blue;False;Women's Strawweight;FEMALE;3;0;2;0;43.5;0.75;0.5;3.5;0.9;2;0;4;1;0;0;1;0;1;0;2;Southpaw;165.1;167.64;115;0;1;0;69.6667;0.42;0.3333;0.3333;0.167;1;1;9;0;0;1;1;0;0;0;2;Orthodox;165.1;167.64;115;24;27;0;1;1;0;1;-5;1;0;1;0.0;0.0;-3;-26.1667;0.1667;3.1667;0.0;12.0;9.0;;;9.0;;;;;;;;;;;;;12.0;;;;;;;;;;;Red;SUB;Rear Naked Choke;1.0;2:44;164.0;800.0;-155.0;1800.0;200.0;1600.0;700.0
3285;20180519-jared_cannonier-dominick_reyes;jared-cannonier;dominick-reyes;Jared Cannonier;Dominick Reyes;180.0;-220.0;180.0;45.4545;2018-05-19;Santiago, Chile;Chile;Blue;False;Light Heavyweight;MALE;3;0;1;0;16.0;0.57;1.0;1.0;1.0;1;0;1;0;0;0;0;0;1;0;1;Southpaw;193.04;195.58;205;1;0;0;37.8333;0.535;0.0;0.1667;0.167;2;3;14;0;0;0;1;2;0;0;3;Switch;180.34;195.58;185;34;28;1;1;-1;-2;3;-13;0;-2;1;12.7;0.0;6;-21.8333;1.0;0.8333;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punch;1.0;2:55;175.0;360.0;265.0;1400.0;450.0;680.0;200.0
3286;20180519-diego_rivas-guido_cannetti;diego-rivas;guido-cannetti;Diego Rivas;Guido Cannetti;-175.0;155.0;57.1429;155.0;2018-05-19;Santiago, Chile;Chile;Blue;False;Bantamweight;MALE;3;1;0;0;28.6667;0.523;0.0;2.0;0.523;1;2;6;0;0;0;1;0;0;0;1;Southpaw;167.64;172.72;135;1;0;0;15.6667;0.423;0.6667;1.3333;0.887;2;1;8;0;0;0;1;1;0;0;2;Orthodox;172.72;175.26;145;26;38;0;0;-1;-1;-1;-2;0;-1;0;-5.08;-2.54;-12;13.0;-0.6667;0.6667;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3.0;5:00;900.0;200.0;400.0;400.0;900.0;350.0;400.0
3287;20180519-veronica_macedo-andrea_lee;veronica-macedo;andrea-lee;Veronica Macedo;Andrea Lee;280.0;-340.0;280.0;29.4118;2018-05-19;Santiago, Chile;Chile;Blue;False;Women's Flyweight;FEMALE;3;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;167.64;175.26;125;1;0;0;23.0;0.56;0.0;0.0;0.0;0;1;3;0;0;0;0;0;0;0;0;Southpaw;162.56;162.56;125;22;29;1;0;0;0;1;-3;0;0;0;5.08;12.7;-7;-23.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3.0;5:00;900.0;415.0;165.0;1200.0;400.0;1000.0;200.0
3288;20180519-vicente_luque-chad_laprise;vicente-luque;chad-laprise;Vicente Luque;Chad Laprise;-235.0;195.0;42.5532;195.0;2018-05-19;Santiago, Chile;Chile;Red;False;Welterweight;MALE;3;0;3;0;48.625;0.443;0.0;0.75;0.321;3;2;18;1;0;1;2;3;0;0;6;Orthodox;177.8;180.34;170;0;1;0;24.2857;0.486;0.5714;0.8571;0.154;4;2;13;0;0;0;0;2;3;0;5;Orthodox;180.34;190.5;170;26;31;0;2;-1;1;0;5;1;1;-3;-2.54;-10.16;-5;24.3393;-0.5714;-0.1071;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punch;1.0;4:16;256.0;330.0;350.0;235.0;1200.0;250.0;665.0
